customer_id,stock_code,quantity,price,country,customer_age,gender,customer_segment,marketing_channel,category,subcategory,discount_applied,payment_method,delivery_time_days,churn_flag
554,Other,1,3.75,United Kingdom,29,Female,Regular,Referral,Home Decor,Lights,no,Bank Transfer,8,churned
555,Other,1,0.85,United Kingdom,63,Female,Regular,Organic,Electronics,Accessories,no,PayPal,7,churned
556,Other,2,0.85,United Kingdom,78,Female,VIP,Referral,Toys,Puzzles,yes,PayPal,4,churned
557,Other,3,0.42,United Kingdom,26,Male,Regular,Organic,Stationery,Books,no,Bank Transfer,7,churned
558,72741,9,1.45,United Kingdom,46,Female,New,Referral,Electronics,Gadgets,no,PayPal,1,churned
559,22737,1,1.65,United Kingdom,40,Male,VIP,Email,Home Decor,Frames,no,PayPal,9,active
560,22502,1,5.95,United Kingdom,49,Male,Regular,Organic,Home Decor,Frames,no,Credit Card,3,churned
561,Other,1,2.1,United Kingdom,25,Male,New,Organic,Home Decor,Lights,yes,Credit Card,6,churned
562,Other,1,2.1,United Kingdom,66,Female,New,Email,Home Decor,Frames,no,Credit Card,9,active
563,85014B,1,5.95,United Kingdom,52,Female,Regular,Email,Electronics,Accessories,no,PayPal,9,active
564,85014A,1,5.95,United Kingdom,36,Male,New,Referral,Electronics,Cables,no,PayPal,9,churned
565,Other,1,3.75,United Kingdom,42,Female,Regular,Email,Kitchen,Storage,no,PayPal,9,churned
566,Other,12,0.85,United Kingdom,30,Male,New,Organic,Clothing,Men,yes,Cash,3,churned
567,20728,1,1.65,United Kingdom,77,Male,Regular,Email,Home Decor,Frames,no,Credit Card,6,active
568,Other,1,1.25,United Kingdom,78,Female,Regular,Referral,Electronics,Accessories,no,Cash,4,active
569,21115,1,6.75,United Kingdom,29,Female,Regular,Organic,Home Decor,Frames,no,PayPal,6,churned
570,Other,6,0.85,United Kingdom,44,Male,VIP,Referral,Toys,Puzzles,no,Cash,6,churned
571,35400,2,7.5,United Kingdom,52,Female,New,Referral,Electronics,Accessories,yes,Bank Transfer,2,active
572,22578,1,0.85,United Kingdom,27,Male,VIP,Email,Kitchen,Utensils,no,Bank Transfer,9,churned
573,Other,1,1.25,United Kingdom,35,Female,Regular,Ads,Stationery,Books,no,Bank Transfer,7,active
574,22585,6,1.25,United Kingdom,58,Female,Regular,Organic,Clothing,Women,no,Cash,6,active
575,22557,2,1.65,United Kingdom,42,Female,New,Ads,Electronics,Cables,no,Bank Transfer,1,churned
576,22551,1,1.65,United Kingdom,62,Female,VIP,Organic,Home Decor,Frames,no,Bank Transfer,5,churned
577,22619,2,3.75,United Kingdom,25,Male,VIP,Ads,Toys,Outdoor,no,Bank Transfer,7,active
578,20969,1,3.75,United Kingdom,57,Female,Regular,Referral,Toys,Kids,no,Cash,2,active
579,20970,1,3.75,United Kingdom,20,Male,New,Organic,Stationery,Pens,no,Credit Card,6,churned
580,Other,1,4.25,United Kingdom,46,Female,VIP,Ads,Kitchen,Appliances,no,Bank Transfer,1,active
581,Other,2,2.95,United Kingdom,67,Male,Regular,Ads,Home Decor,Lights,no,Credit Card,2,churned
582,22589,2,2.55,United Kingdom,56,Male,Regular,Ads,Stationery,Art,yes,PayPal,1,churned
583,21715,1,2.55,United Kingdom,28,Female,VIP,Organic,Clothing,Kids,no,Credit Card,8,active
584,Other,1,0.85,United Kingdom,36,Female,New,Email,Clothing,Men,yes,Cash,5,churned
585,Other,1,1.25,United Kingdom,28,Female,VIP,Ads,Toys,Kids,no,Cash,3,churned
586,Other,1,0.85,United Kingdom,76,Female,VIP,Referral,Home Decor,Lights,no,PayPal,3,active
587,47566B,1,4.65,United Kingdom,34,Female,VIP,Referral,Home Decor,Decor,no,Cash,3,churned
588,Other,2,2.95,United Kingdom,76,Female,New,Organic,Kitchen,Utensils,no,Credit Card,8,churned
589,Other,1,1.25,United Kingdom,22,Female,New,Email,Stationery,Art,yes,Cash,6,churned
590,Other,1,0.85,United Kingdom,24,Female,New,Email,Electronics,Cables,no,Credit Card,9,active
591,Other,1,0.85,United Kingdom,79,Female,New,Email,Electronics,Cables,no,Credit Card,2,churned
592,Other,2,2.55,United Kingdom,31,Male,New,Organic,Toys,Kids,no,Bank Transfer,1,active
593,21186,4,1.65,United Kingdom,46,Male,New,Ads,Kitchen,Utensils,no,Credit Card,3,active
594,22630,1,1.95,United Kingdom,34,Male,Regular,Ads,Toys,Outdoor,no,Bank Transfer,6,active
595,Other,1,1.95,United Kingdom,20,Female,New,Ads,Toys,Kids,no,PayPal,6,churned
596,Other,12,0.85,United Kingdom,58,Female,New,Ads,Kitchen,Appliances,no,Cash,9,churned
597,84030E,1,4.25,United Kingdom,48,Female,VIP,Organic,Kitchen,Storage,yes,Credit Card,9,churned
598,22952,2,0.55,United Kingdom,27,Female,Regular,Organic,Kitchen,Storage,no,PayPal,8,active
599,22952,2,0.55,United Kingdom,35,Male,New,Referral,Toys,Kids,no,Credit Card,1,churned
600,84988,1,1.45,United Kingdom,25,Male,New,Ads,Electronics,Gadgets,no,Credit Card,8,churned
601,22367,1,1.95,United Kingdom,34,Female,New,Organic,Stationery,Art,no,Cash,7,churned
602,22496,1,2.95,United Kingdom,25,Male,VIP,Email,Home Decor,Decor,no,Credit Card,9,churned
603,85084,6,0.85,United Kingdom,26,Male,Regular,Organic,Toys,Outdoor,no,Cash,7,churned
604,Other,1,2.95,United Kingdom,45,Female,New,Organic,Home Decor,Decor,yes,Cash,9,churned
605,Other,1,1.65,United Kingdom,29,Male,Regular,Organic,Clothing,Women,no,Bank Transfer,3,churned
606,Other,1,3.75,United Kingdom,20,Male,VIP,Email,Kitchen,Utensils,no,Credit Card,8,churned
607,21914,1,1.25,United Kingdom,23,Male,New,Organic,Clothing,Men,no,Credit Card,6,active
608,22619,4,3.75,United Kingdom,79,Male,New,Organic,Toys,Puzzles,no,PayPal,8,churned
609,22620,3,1.25,United Kingdom,65,Male,New,Ads,Electronics,Accessories,no,Bank Transfer,1,active
610,22779,2,4.25,United Kingdom,44,Male,Regular,Email,Stationery,Art,yes,PayPal,7,churned
611,22780,2,4.25,United Kingdom,65,Female,VIP,Email,Kitchen,Appliances,no,Bank Transfer,8,churned
612,22555,1,1.65,United Kingdom,43,Male,VIP,Email,Electronics,Accessories,no,Bank Transfer,4,churned
613,22444,24,1.25,United Kingdom,31,Male,Regular,Organic,Kitchen,Appliances,no,PayPal,4,churned
614,Other,1,2.55,United Kingdom,54,Female,Regular,Ads,Stationery,Art,no,Bank Transfer,9,active
615,22620,2,1.25,United Kingdom,22,Female,VIP,Ads,Kitchen,Storage,no,Credit Card,4,churned
616,21892,5,1.25,United Kingdom,48,Female,Regular,Email,Clothing,Men,no,PayPal,8,churned
617,Other,1,2.55,United Kingdom,18,Male,VIP,Email,Electronics,Gadgets,no,Credit Card,6,churned
618,22555,1,1.65,United Kingdom,18,Female,VIP,Ads,Toys,Outdoor,no,Credit Card,2,active
619,22556,1,1.65,United Kingdom,51,Male,VIP,Email,Clothing,Men,no,Cash,2,churned
620,Other,5,0.85,United Kingdom,53,Male,New,Organic,Toys,Puzzles,no,Credit Card,1,churned
621,22578,4,0.85,United Kingdom,29,Male,Regular,Email,Electronics,Accessories,no,PayPal,9,churned
622,22577,2,0.85,United Kingdom,50,Female,Regular,Ads,Home Decor,Decor,no,PayPal,5,churned
623,22576,2,0.85,United Kingdom,61,Female,VIP,Referral,Clothing,Men,no,Cash,1,churned
624,Other,5,0.85,United Kingdom,43,Male,VIP,Email,Stationery,Art,no,Cash,8,churned
625,22580,1,5.95,United Kingdom,75,Male,Regular,Ads,Stationery,Books,no,Credit Card,4,churned
626,20723,1,0.85,United Kingdom,39,Male,VIP,Organic,Clothing,Kids,no,Credit Card,5,churned
627,Other,1,1.65,United Kingdom,32,Male,Regular,Organic,Electronics,Accessories,no,Bank Transfer,9,churned
628,84032A,1,2.95,United Kingdom,23,Female,Regular,Referral,Electronics,Cables,no,Credit Card,1,churned
629,84032B,1,2.95,United Kingdom,62,Female,VIP,Email,Home Decor,Lights,no,PayPal,4,churned
630,21484,1,3.45,United Kingdom,62,Male,VIP,Organic,Toys,Outdoor,no,PayPal,7,active
631,22743,1,2.95,United Kingdom,20,Female,New,Organic,Kitchen,Storage,no,Cash,7,churned
632,20681,1,3.25,United Kingdom,54,Male,Regular,Ads,Stationery,Books,no,Bank Transfer,6,churned
633,20682,1,3.25,United Kingdom,44,Female,New,Ads,Stationery,Art,no,Credit Card,9,churned
634,22418,12,0.85,United Kingdom,28,Male,Regular,Email,Home Decor,Frames,yes,Bank Transfer,2,churned
635,Other,2,1.65,United Kingdom,52,Female,Regular,Ads,Toys,Puzzles,no,PayPal,9,churned
636,Other,2,2.1,United Kingdom,44,Male,Regular,Ads,Kitchen,Storage,no,Bank Transfer,4,churned
637,20751,1,2.1,United Kingdom,42,Female,New,Email,Toys,Outdoor,yes,PayPal,6,churned
638,20754,1,2.1,United Kingdom,45,Male,New,Referral,Toys,Outdoor,no,Credit Card,9,churned
639,Other,2,2.1,United Kingdom,50,Female,New,Referral,Toys,Kids,no,Credit Card,5,churned
640,84991,1,0.55,United Kingdom,54,Female,New,Referral,Clothing,Women,no,Credit Card,4,churned
641,22417,1,0.55,United Kingdom,57,Male,VIP,Ads,Electronics,Gadgets,no,Cash,9,churned
642,85227,2,0.85,United Kingdom,43,Female,New,Ads,Toys,Outdoor,no,Bank Transfer,5,active
643,84879,5,1.69,United Kingdom,19,Female,VIP,Email,Toys,Puzzles,no,PayPal,1,active
644,22567,1,1.25,United Kingdom,19,Male,VIP,Email,Home Decor,Lights,no,Bank Transfer,9,churned
645,22082,1,1.65,United Kingdom,18,Male,Regular,Referral,Stationery,Pens,no,PayPal,7,churned
646,Other,1,1.65,United Kingdom,44,Female,New,Ads,Kitchen,Utensils,no,PayPal,4,active
647,Other,5,0.21,United Kingdom,67,Female,Regular,Ads,Home Decor,Lights,no,PayPal,3,churned
648,Other,5,0.21,United Kingdom,19,Female,VIP,Email,Clothing,Men,no,Credit Card,9,active
649,22581,5,0.85,United Kingdom,30,Female,VIP,Referral,Toys,Kids,no,PayPal,3,active
650,10133,1,0.85,United Kingdom,44,Female,New,Organic,Stationery,Pens,no,Bank Transfer,5,churned
651,20981,1,0.85,United Kingdom,60,Male,VIP,Ads,Home Decor,Decor,no,Credit Card,9,active
652,22154,8,0.42,United Kingdom,73,Female,VIP,Email,Toys,Outdoor,no,Bank Transfer,9,churned
653,22077,1,1.65,United Kingdom,63,Female,Regular,Email,Toys,Puzzles,no,Cash,2,churned
654,Other,1,2.95,United Kingdom,68,Male,New,Referral,Electronics,Accessories,no,PayPal,5,active
655,84997B,1,3.75,United Kingdom,39,Male,Regular,Email,Stationery,Pens,yes,PayPal,5,churned
656,84997D,1,3.75,United Kingdom,64,Male,New,Ads,Clothing,Men,yes,PayPal,6,churned
657,22743,1,2.95,United Kingdom,62,Male,Regular,Referral,Toys,Puzzles,no,Bank Transfer,9,churned
658,84380,1,1.25,United Kingdom,70,Male,Regular,Referral,Home Decor,Frames,no,PayPal,4,churned
659,21914,2,1.25,United Kingdom,27,Male,Regular,Email,Stationery,Pens,no,Bank Transfer,5,churned
660,21122,2,1.25,United Kingdom,55,Female,VIP,Referral,Electronics,Gadgets,no,Bank Transfer,7,churned
661,21121,2,1.25,United Kingdom,61,Female,Regular,Organic,Toys,Kids,yes,Bank Transfer,3,active
662,Other,1,1.25,United Kingdom,62,Male,Regular,Ads,Stationery,Books,no,Credit Card,1,active
663,Other,1,1.25,United Kingdom,46,Female,New,Organic,Clothing,Kids,no,Cash,5,churned
664,Other,1,1.25,United Kingdom,78,Female,Regular,Referral,Home Decor,Frames,no,Cash,5,active
665,22866,1,2.1,United Kingdom,31,Male,VIP,Email,Electronics,Gadgets,no,PayPal,9,churned
666,22867,1,2.1,United Kingdom,65,Female,VIP,Organic,Kitchen,Appliances,no,Credit Card,8,churned
667,22952,2,0.55,United Kingdom,76,Female,New,Referral,Home Decor,Lights,no,Credit Card,5,churned
668,22567,2,1.25,United Kingdom,57,Male,VIP,Organic,Electronics,Accessories,no,Bank Transfer,7,churned
669,Other,2,2.55,United Kingdom,69,Male,Regular,Referral,Kitchen,Appliances,no,Credit Card,1,churned
670,Other,2,2.55,United Kingdom,50,Female,VIP,Email,Toys,Outdoor,no,Credit Card,8,churned
671,Other,2,1.95,United Kingdom,56,Male,VIP,Ads,Home Decor,Decor,no,Cash,4,active
672,Other,1,1.65,United Kingdom,73,Male,Regular,Ads,Stationery,Art,no,Cash,7,churned
673,Other,1,1.65,United Kingdom,19,Female,Regular,Ads,Toys,Kids,no,Bank Transfer,9,churned
674,Other,1,1.65,United Kingdom,35,Female,VIP,Ads,Toys,Puzzles,no,Cash,7,active
675,Other,12,0.29,United Kingdom,69,Female,VIP,Organic,Home Decor,Lights,no,Cash,9,active
676,Other,1,1.65,United Kingdom,39,Female,VIP,Ads,Home Decor,Lights,yes,Credit Card,4,active
677,Other,1,1.65,United Kingdom,44,Male,New,Ads,Stationery,Art,no,Credit Card,7,active
678,Other,1,1.65,United Kingdom,24,Female,Regular,Email,Stationery,Books,no,Bank Transfer,4,active
679,Other,1,1.65,United Kingdom,38,Female,Regular,Referral,Stationery,Books,yes,Credit Card,8,churned
680,Other,1,2.55,United Kingdom,36,Female,VIP,Referral,Kitchen,Appliances,no,Credit Card,7,churned
681,Other,1,2.55,United Kingdom,46,Female,Regular,Organic,Home Decor,Frames,no,Credit Card,5,churned
682,22088,1,2.95,United Kingdom,61,Female,VIP,Ads,Electronics,Accessories,yes,Bank Transfer,6,churned
683,Other,12,0.29,United Kingdom,21,Male,VIP,Referral,Clothing,Women,no,Cash,3,active
684,22099,2,1.25,United Kingdom,63,Male,New,Email,Kitchen,Storage,yes,Cash,7,churned
685,22097,1,1.25,United Kingdom,54,Male,VIP,Organic,Electronics,Gadgets,no,Credit Card,1,active
686,22093,2,1.25,United Kingdom,18,Female,VIP,Ads,Kitchen,Utensils,no,Cash,2,churned
687,Other,2,1.25,United Kingdom,27,Female,Regular,Ads,Stationery,Pens,no,Cash,7,active
688,22097,1,1.25,United Kingdom,60,Male,Regular,Organic,Home Decor,Frames,no,Cash,6,churned
689,35970,6,1.69,United Kingdom,74,Female,Regular,Organic,Clothing,Kids,no,Cash,3,churned
690,21034,3,0.95,United Kingdom,18,Female,Regular,Referral,Kitchen,Storage,no,PayPal,8,active
691,Other,27,1.25,United Kingdom,48,Male,Regular,Organic,Home Decor,Lights,no,Cash,8,churned
692,84032B,27,1.25,United Kingdom,37,Male,New,Email,Electronics,Cables,no,Cash,6,churned
693,Other,24,0.85,United Kingdom,38,Male,VIP,Email,Home Decor,Frames,no,Credit Card,5,active
694,Other,24,0.65,United Kingdom,73,Male,VIP,Referral,Toys,Puzzles,no,Bank Transfer,5,churned
695,21808,27,1.25,United Kingdom,72,Female,VIP,Referral,Kitchen,Utensils,no,Cash,6,churned
696,20668,24,0.12,United Kingdom,35,Female,New,Referral,Kitchen,Appliances,no,Bank Transfer,3,active
697,Other,27,0.38,United Kingdom,36,Female,VIP,Referral,Stationery,Art,no,Bank Transfer,9,churned
698,47566B,5,4.65,United Kingdom,20,Female,New,Email,Home Decor,Frames,no,Cash,8,churned
699,82486,2,7.5,United Kingdom,60,Female,VIP,Ads,Home Decor,Decor,no,Credit Card,7,churned
700,21351,16,1.95,United Kingdom,70,Male,VIP,Referral,Kitchen,Storage,yes,Credit Card,8,active
701,22049,25,0.19,United Kingdom,67,Male,Regular,Email,Home Decor,Lights,no,Cash,3,churned
702,21216,4,4.95,United Kingdom,74,Female,VIP,Organic,Kitchen,Appliances,no,Bank Transfer,3,active
703,Other,4,3.75,United Kingdom,29,Female,VIP,Ads,Stationery,Books,no,Cash,5,active
704,22139,3,4.95,United Kingdom,32,Male,New,Email,Toys,Outdoor,no,Bank Transfer,7,active
705,Other,1,2.55,United Kingdom,77,Female,New,Referral,Clothing,Kids,no,Credit Card,5,active
706,22156,18,0.85,United Kingdom,60,Male,New,Organic,Toys,Kids,no,PayPal,9,churned
707,Other,6,4.95,United Kingdom,58,Male,New,Email,Clothing,Kids,no,Credit Card,4,active
708,Other,25,0.42,United Kingdom,79,Female,Regular,Organic,Toys,Outdoor,no,Cash,3,active
709,Other,6,1.65,United Kingdom,30,Female,New,Referral,Home Decor,Decor,no,Cash,2,churned
710,22300,1,2.55,United Kingdom,39,Male,New,Referral,Clothing,Kids,no,Credit Card,1,churned
711,22599,12,0.85,United Kingdom,67,Female,VIP,Organic,Toys,Puzzles,no,PayPal,5,active
712,Other,12,0.85,United Kingdom,48,Male,VIP,Organic,Clothing,Kids,no,Credit Card,9,churned
713,Other,12,0.65,United Kingdom,38,Female,VIP,Ads,Stationery,Pens,no,Credit Card,7,churned
714,22694,1,2.1,United Kingdom,37,Female,Regular,Organic,Electronics,Gadgets,no,Bank Transfer,3,active
715,22470,2,2.95,United Kingdom,53,Male,VIP,Email,Stationery,Pens,no,PayPal,7,churned
716,22598,12,0.85,United Kingdom,23,Male,Regular,Ads,Stationery,Books,no,Credit Card,5,churned
717,22694,3,2.1,United Kingdom,49,Male,New,Ads,Clothing,Men,no,Credit Card,7,churned
718,84947,6,1.25,United Kingdom,44,Female,VIP,Referral,Electronics,Accessories,no,PayPal,1,churned
719,21815,12,1.45,United Kingdom,63,Female,New,Email,Electronics,Gadgets,no,Cash,9,churned
720,20668,24,0.12,United Kingdom,73,Male,Regular,Ads,Home Decor,Lights,no,Cash,9,churned
721,21815,12,1.45,United Kingdom,45,Male,New,Referral,Clothing,Kids,no,PayPal,6,churned
722,20956,12,1.25,United Kingdom,74,Male,VIP,Organic,Stationery,Pens,no,Credit Card,3,active
723,35970,6,1.69,United Kingdom,38,Male,VIP,Email,Home Decor,Lights,no,Cash,7,active
724,22158,8,2.95,United Kingdom,28,Male,Regular,Email,Clothing,Kids,no,Bank Transfer,8,churned
725,Other,1,7.5,United Kingdom,54,Male,VIP,Referral,Kitchen,Utensils,no,Credit Card,1,churned
726,Other,12,0.85,United Kingdom,38,Male,VIP,Email,Kitchen,Appliances,no,PayPal,9,churned
727,Other,12,1.25,United Kingdom,66,Male,Regular,Ads,Kitchen,Storage,no,Bank Transfer,1,churned
728,22130,12,0.85,United Kingdom,34,Male,Regular,Email,Clothing,Women,no,Bank Transfer,6,active
729,22734,6,2.55,United Kingdom,39,Female,VIP,Organic,Toys,Kids,no,Bank Transfer,5,churned
730,85049A,12,1.25,United Kingdom,39,Female,VIP,Organic,Stationery,Books,no,Cash,6,churned
731,22600,12,0.85,United Kingdom,21,Female,VIP,Referral,Toys,Puzzles,yes,Cash,6,churned
732,22602,12,0.85,United Kingdom,39,Female,New,Email,Stationery,Books,yes,PayPal,3,active
733,22603,12,0.85,United Kingdom,48,Male,New,Ads,Toys,Outdoor,no,PayPal,8,active
734,Other,2,6.75,United Kingdom,51,Female,Regular,Organic,Toys,Puzzles,no,Credit Card,1,churned
735,Other,10,1.25,United Kingdom,77,Male,VIP,Ads,Kitchen,Storage,no,Bank Transfer,7,churned
736,Other,6,2.55,United Kingdom,66,Male,New,Organic,Clothing,Women,no,Cash,1,active
737,Other,6,2.55,United Kingdom,70,Female,VIP,Organic,Clothing,Men,no,Bank Transfer,8,churned
738,Other,10,1.25,United Kingdom,18,Male,VIP,Organic,Stationery,Art,no,Bank Transfer,8,churned
739,Other,4,3.75,United Kingdom,26,Female,New,Ads,Home Decor,Frames,yes,Credit Card,3,active
740,Other,4,3.75,United Kingdom,19,Male,VIP,Organic,Electronics,Accessories,yes,Cash,1,churned
741,21790,27,0.85,United Kingdom,44,Female,Regular,Ads,Clothing,Kids,no,Credit Card,9,active
742,21704,27,0.85,United Kingdom,58,Male,Regular,Ads,Kitchen,Utensils,no,Bank Transfer,7,active
743,21791,27,1.25,United Kingdom,75,Female,New,Referral,Electronics,Gadgets,no,Bank Transfer,5,churned
744,21889,27,1.25,United Kingdom,28,Male,Regular,Organic,Toys,Outdoor,no,Credit Card,4,churned
745,21891,27,1.25,United Kingdom,60,Female,VIP,Organic,Stationery,Books,no,Cash,1,churned
746,21892,27,1.25,United Kingdom,74,Male,New,Ads,Home Decor,Decor,no,Bank Transfer,4,active
747,21914,27,1.25,United Kingdom,74,Male,New,Referral,Stationery,Books,no,Credit Card,4,churned
748,22561,27,1.65,United Kingdom,46,Male,VIP,Ads,Clothing,Kids,no,Credit Card,5,churned
749,22620,27,1.25,United Kingdom,34,Female,VIP,Referral,Kitchen,Appliances,no,Credit Card,1,churned
750,22489,27,0.42,United Kingdom,63,Male,VIP,Email,Home Decor,Frames,no,Cash,4,churned
751,22492,27,0.65,United Kingdom,78,Male,Regular,Referral,Clothing,Men,no,PayPal,9,churned
752,22577,12,0.85,United Kingdom,46,Female,New,Organic,Toys,Puzzles,no,Bank Transfer,5,active
753,22578,12,0.85,United Kingdom,45,Male,VIP,Organic,Clothing,Women,no,Cash,8,churned
754,22579,12,0.85,United Kingdom,70,Male,VIP,Ads,Home Decor,Frames,no,Bank Transfer,6,churned
755,22595,12,0.85,United Kingdom,57,Male,Regular,Email,Home Decor,Frames,no,Bank Transfer,2,churned
756,22593,12,0.85,United Kingdom,62,Female,New,Referral,Kitchen,Utensils,yes,Credit Card,3,active
757,22594,12,0.85,United Kingdom,70,Male,VIP,Email,Clothing,Men,no,PayPal,9,churned
758,Other,12,0.85,United Kingdom,20,Male,Regular,Referral,Stationery,Books,no,PayPal,3,churned
759,Other,2,7.5,United Kingdom,64,Male,VIP,Organic,Toys,Kids,no,Bank Transfer,7,churned
760,22940,4,4.25,United Kingdom,18,Male,VIP,Referral,Kitchen,Storage,no,Credit Card,4,active
761,84347,6,2.55,United Kingdom,77,Male,New,Ads,Clothing,Men,no,Cash,3,churned
762,21790,12,0.85,United Kingdom,65,Female,Regular,Referral,Clothing,Kids,no,Bank Transfer,3,active
763,Other,4,3.75,United Kingdom,47,Male,Regular,Organic,Toys,Puzzles,no,Credit Card,7,churned
764,21704,12,0.85,United Kingdom,47,Female,Regular,Referral,Kitchen,Utensils,no,Cash,5,churned
765,Other,4,3.75,United Kingdom,59,Female,Regular,Ads,Electronics,Gadgets,no,Bank Transfer,9,active
766,22548,12,1.25,United Kingdom,52,Female,VIP,Email,Stationery,Books,no,Credit Card,4,active
767,20685,2,7.5,United Kingdom,23,Female,New,Ads,Home Decor,Frames,no,Credit Card,3,churned
768,22457,6,2.95,United Kingdom,35,Female,New,Referral,Kitchen,Storage,no,Credit Card,7,churned
769,22618,2,7.5,United Kingdom,71,Male,Regular,Organic,Clothing,Men,no,Credit Card,9,churned
770,22617,3,4.95,United Kingdom,74,Female,VIP,Organic,Stationery,Books,no,Credit Card,5,active
771,Other,16,1.25,United Kingdom,48,Female,Regular,Ads,Kitchen,Storage,no,Bank Transfer,1,churned
772,21584,20,1.65,United Kingdom,52,Female,VIP,Referral,Home Decor,Lights,no,Cash,9,active
773,10133,10,0.85,United Kingdom,44,Female,New,Referral,Kitchen,Utensils,no,Bank Transfer,9,active
774,22624,2,7.5,United Kingdom,78,Female,VIP,Organic,Electronics,Gadgets,no,Cash,7,active
775,21485,3,4.95,United Kingdom,52,Male,VIP,Referral,Electronics,Accessories,yes,Cash,2,churned
776,22083,6,2.95,United Kingdom,56,Female,Regular,Email,Home Decor,Lights,no,Cash,7,churned
777,Other,16,1.69,United Kingdom,72,Male,VIP,Email,Electronics,Gadgets,no,PayPal,6,churned
778,21143,7,1.95,United Kingdom,44,Male,Regular,Ads,Clothing,Men,no,Cash,3,churned
779,22588,4,2.55,United Kingdom,45,Male,Regular,Referral,Electronics,Accessories,no,PayPal,2,active
780,21584,6,1.65,United Kingdom,58,Male,VIP,Email,Electronics,Gadgets,no,Bank Transfer,2,churned
781,Other,3,1.25,United Kingdom,60,Female,Regular,Referral,Home Decor,Frames,no,Credit Card,1,active
782,Other,6,1.65,United Kingdom,57,Female,New,Ads,Home Decor,Decor,no,Bank Transfer,5,churned
783,22189,4,3.95,United Kingdom,30,Female,New,Referral,Electronics,Accessories,no,Credit Card,1,churned
784,21098,5,1.25,United Kingdom,78,Male,VIP,Ads,Clothing,Kids,no,Cash,3,churned
785,22952,3,0.55,United Kingdom,41,Male,Regular,Referral,Kitchen,Utensils,no,PayPal,6,churned
786,21479,1,3.75,United Kingdom,74,Female,Regular,Organic,Home Decor,Decor,yes,Bank Transfer,7,active
787,22941,1,7.5,United Kingdom,63,Male,New,Referral,Electronics,Gadgets,no,PayPal,7,active
788,22943,1,4.95,United Kingdom,55,Female,VIP,Ads,Kitchen,Utensils,no,Credit Card,3,churned
789,21591,2,1.25,United Kingdom,70,Female,VIP,Referral,Electronics,Cables,no,PayPal,9,active
790,84946,6,1.25,United Kingdom,29,Male,Regular,Ads,Kitchen,Storage,no,PayPal,5,active
791,22807,2,2.95,United Kingdom,78,Female,New,Ads,Home Decor,Frames,no,Bank Transfer,1,churned
792,22766,2,2.95,United Kingdom,55,Female,New,Email,Kitchen,Utensils,no,Cash,2,active
793,84997A,4,3.75,United Kingdom,79,Male,VIP,Organic,Stationery,Art,no,PayPal,4,churned
794,84997C,2,3.75,United Kingdom,74,Male,New,Organic,Toys,Kids,no,Bank Transfer,8,churned
795,84997D,2,3.75,United Kingdom,57,Male,New,Referral,Kitchen,Storage,yes,Bank Transfer,7,churned
796,Other,1,4.25,United Kingdom,60,Female,Regular,Email,Clothing,Kids,no,Cash,3,churned
797,Other,1,2.95,United Kingdom,45,Female,VIP,Email,Home Decor,Lights,no,PayPal,1,active
798,22328,1,2.95,United Kingdom,18,Male,VIP,Ads,Clothing,Kids,no,Cash,8,active
799,22744,1,2.95,United Kingdom,63,Female,New,Email,Stationery,Art,yes,PayPal,1,churned
800,22726,1,3.75,United Kingdom,30,Female,Regular,Referral,Stationery,Art,no,Cash,2,active
801,22728,1,3.75,United Kingdom,28,Male,New,Email,Toys,Kids,no,PayPal,3,churned
802,20712,1,1.95,United Kingdom,63,Male,New,Ads,Stationery,Art,no,Cash,6,churned
803,21929,2,1.95,United Kingdom,55,Male,New,Ads,Clothing,Kids,no,Cash,4,churned
804,85099F,2,1.95,United Kingdom,20,Female,New,Ads,Clothing,Women,no,PayPal,4,churned
805,21928,2,1.95,United Kingdom,45,Female,VIP,Ads,Toys,Kids,no,Bank Transfer,8,active
806,82494L,3,2.95,United Kingdom,27,Male,VIP,Ads,Stationery,Pens,no,Credit Card,6,churned
807,82482,4,2.55,United Kingdom,37,Male,New,Organic,Home Decor,Frames,no,Credit Card,7,churned
808,20726,3,1.65,United Kingdom,38,Female,VIP,Organic,Electronics,Accessories,no,Cash,2,churned
809,72741,9,1.45,United Kingdom,43,Female,Regular,Ads,Electronics,Cables,no,Cash,3,churned
810,20727,2,1.65,United Kingdom,53,Female,Regular,Ads,Home Decor,Decor,yes,Credit Card,1,churned
811,22662,2,1.65,United Kingdom,22,Male,Missing,Ads,Stationery,Books,no,Credit Card,6,churned
812,22384,2,1.65,United Kingdom,78,Male,Missing,Organic,Clothing,Men,no,Cash,9,active
813,20728,2,1.65,United Kingdom,63,Male,Missing,Ads,Electronics,Accessories,no,Bank Transfer,6,active
814,22382,2,1.65,United Kingdom,58,Female,Missing,Referral,Clothing,Men,no,Bank Transfer,4,churned
815,20725,2,1.65,United Kingdom,21,Female,Missing,Organic,Toys,Kids,no,Cash,6,active
816,85123A,10,2.95,United Kingdom,37,Male,Missing,Ads,Home Decor,Lights,no,PayPal,5,churned
817,21212,2,0.55,United Kingdom,78,Male,Missing,Referral,Home Decor,Decor,no,Credit Card,7,active
818,22417,1,0.55,United Kingdom,21,Female,Missing,Ads,Home Decor,Frames,no,PayPal,6,churned
819,84991,1,0.55,United Kingdom,34,Female,Missing,Ads,Kitchen,Utensils,yes,Credit Card,3,churned
