Customer ID,StockCode,Quantity,Price,Country,Customer_Age,Gender,Customer_Segment,Marketing_Channel,Category,Subcategory,Discount_Applied,Payment_Method,Delivery_Time_Days,Churn_Flag
644,22567,1,1.25,United Kingdom,19,Male,VIP,Email,Home Decor,Lights,no,Bank Transfer,9,churned
645,22082,1,1.65,United Kingdom,18,Male,Regular,Referral,Stationery,Pens,no,PayPal,7,churned
646,22080,1,1.65,United Kingdom,44,Female,New,Ads,Kitchen,Utensils,no,PayPal,4,active
647,10120,5,0.21,United Kingdom,67,Female,Regular,Ads,Home Decor,Lights,no,PayPal,3,churned
648,16237,5,0.21,United Kingdom,19,Female,VIP,Email,Clothing,Men,no,Credit Card,9,active
649,22581,5,0.85,United Kingdom,30,Female,VIP,Referral,Toys,Kids,no,PayPal,3,active
650,10133,1,0.85,United Kingdom,44,Female,New,Organic,Stationery,Pens,no,Bank Transfer,5,churned
651,20981,1,0.85,United Kingdom,60,Male,VIP,Ads,Home Decor,Decor,no,Credit Card,9,active
652,22154,8,0.42,United Kingdom,73,Female,VIP,Email,Toys,Outdoor,no,Bank Transfer,9,churned
653,22077,1,1.65,United Kingdom,63,Female,Regular,Email,Toys,Puzzles,no,Cash,2,churned
654,21563,1,2.95,United Kingdom,68,Male,New,Referral,Electronics,Accessories,no,PayPal,5,active
655,84997B,1,3.75,United Kingdom,39,Male,Regular,Email,Stationery,Pens,yes,PayPal,5,churned
656,84997D,1,3.75,United Kingdom,64,Male,New,Ads,Clothing,Men,yes,PayPal,6,churned
657,22743,1,2.95,United Kingdom,62,Male,Regular,Referral,Toys,Puzzles,no,Bank Transfer,9,churned
658,84380,1,1.25,United Kingdom,70,Male,Regular,Referral,Home Decor,Frames,no,PayPal,4,churned
659,21914,2,1.25,United Kingdom,27,Male,Regular,Email,Stationery,Pens,no,Bank Transfer,5,churned
660,21122,2,1.25,United Kingdom,55,Female,VIP,Referral,Electronics,Gadgets,no,Bank Transfer,7,churned
661,21121,2,1.25,United Kingdom,61,Female,Regular,Organic,Toys,Kids,yes,Bank Transfer,3,active
662,21355,1,1.25,United Kingdom,62,Male,Regular,Ads,Stationery,Books,no,Credit Card,1,active
663,21354,1,1.25,United Kingdom,46,Female,New,Organic,Clothing,Kids,no,Cash,5,churned
664,21356,1,1.25,United Kingdom,78,Female,Regular,Referral,Home Decor,Frames,no,Cash,5,active
665,22866,1,2.1,United Kingdom,31,Male,VIP,Email,Electronics,Gadgets,no,PayPal,9,churned
666,22867,1,2.1,United Kingdom,65,Female,VIP,Organic,Kitchen,Appliances,no,Credit Card,8,churned
667,22952,2,0.55,United Kingdom,76,Female,New,Referral,Home Decor,Lights,no,Credit Card,5,churned
668,22567,2,1.25,United Kingdom,57,Male,VIP,Organic,Electronics,Accessories,no,Bank Transfer,7,churned
669,85124C,2,2.55,United Kingdom,69,Male,Regular,Referral,Kitchen,Appliances,no,Credit Card,1,churned
670,85124B,2,2.55,United Kingdom,50,Female,VIP,Email,Toys,Outdoor,no,Credit Card,8,churned
671,22150,2,1.95,United Kingdom,56,Male,VIP,Ads,Home Decor,Decor,no,Cash,4,active
672,21329,1,1.65,United Kingdom,73,Male,Regular,Ads,Stationery,Art,no,Cash,7,churned
673,21330,1,1.65,United Kingdom,19,Female,Regular,Ads,Toys,Kids,no,Bank Transfer,9,churned
674,21328,1,1.65,United Kingdom,35,Female,VIP,Ads,Toys,Puzzles,no,Cash,7,active
675,22616,12,0.29,United Kingdom,69,Female,VIP,Organic,Home Decor,Lights,no,Cash,9,active
676,21206,1,1.65,United Kingdom,39,Female,VIP,Ads,Home Decor,Lights,yes,Credit Card,4,active
677,21207,1,1.65,United Kingdom,44,Male,New,Ads,Stationery,Art,no,Credit Card,7,active
678,21190,1,1.65,United Kingdom,24,Female,Regular,Email,Stationery,Books,no,Bank Transfer,4,active
679,21200,1,1.65,United Kingdom,38,Female,Regular,Referral,Stationery,Books,yes,Credit Card,8,churned
680,21205,1,2.55,United Kingdom,36,Female,VIP,Referral,Kitchen,Appliances,no,Credit Card,7,churned
681,21201,1,2.55,United Kingdom,46,Female,Regular,Organic,Home Decor,Frames,no,Credit Card,5,churned
682,22088,1,2.95,United Kingdom,61,Female,VIP,Ads,Electronics,Accessories,yes,Bank Transfer,6,churned
683,22615,12,0.29,United Kingdom,21,Male,VIP,Referral,Clothing,Women,no,Cash,3,active
684,22099,2,1.25,United Kingdom,63,Male,New,Email,Kitchen,Storage,yes,Cash,7,churned
685,22097,1,1.25,United Kingdom,54,Male,VIP,Organic,Electronics,Gadgets,no,Credit Card,1,active
686,22093,2,1.25,United Kingdom,18,Female,VIP,Ads,Kitchen,Utensils,no,Cash,2,churned
687,22098,2,1.25,United Kingdom,27,Female,Regular,Ads,Stationery,Pens,no,Cash,7,active
688,22097,1,1.25,United Kingdom,60,Male,Regular,Organic,Home Decor,Frames,no,Cash,6,churned
689,35970,6,1.69,United Kingdom,74,Female,Regular,Organic,Clothing,Kids,no,Cash,3,churned
690,21034,3,0.95,United Kingdom,18,Female,Regular,Referral,Kitchen,Storage,no,PayPal,8,active
691,22164,48,1.25,United Kingdom,48,Male,Regular,Organic,Home Decor,Lights,no,Cash,8,churned
692,84032B,36,1.25,United Kingdom,37,Male,New,Email,Electronics,Cables,no,Cash,6,churned
693,85018D,24,0.85,United Kingdom,38,Male,VIP,Email,Home Decor,Frames,no,Credit Card,5,active
694,22161,24,0.65,United Kingdom,73,Male,VIP,Referral,Toys,Puzzles,no,Bank Transfer,5,churned
695,21808,36,1.25,United Kingdom,72,Female,VIP,Referral,Kitchen,Utensils,no,Cash,6,churned
696,20668,24,0.12,United Kingdom,35,Female,New,Referral,Kitchen,Appliances,no,Bank Transfer,3,active
697,35969,48,0.38,United Kingdom,36,Female,VIP,Referral,Stationery,Art,no,Bank Transfer,9,churned
698,47566B,5,4.65,United Kingdom,20,Female,New,Email,Home Decor,Frames,no,Cash,8,churned
699,82486,2,7.95,United Kingdom,60,Female,VIP,Ads,Home Decor,Decor,no,Credit Card,7,churned
700,21351,16,1.95,United Kingdom,70,Male,VIP,Referral,Kitchen,Storage,yes,Credit Card,8,active
701,22049,25,0.19,United Kingdom,67,Male,Regular,Email,Home Decor,Lights,no,Cash,3,churned
702,21216,4,4.95,United Kingdom,74,Female,VIP,Organic,Kitchen,Appliances,no,Bank Transfer,3,active
703,22203,4,3.75,United Kingdom,29,Female,VIP,Ads,Stationery,Books,no,Cash,5,active
704,22139,3,4.95,United Kingdom,32,Male,New,Email,Toys,Outdoor,no,Bank Transfer,7,active
705,72800F,1,2.55,United Kingdom,77,Female,New,Referral,Clothing,Kids,no,Credit Card,5,active
706,22156,18,0.85,United Kingdom,60,Male,New,Organic,Toys,Kids,no,PayPal,9,churned
707,85045,6,4.95,United Kingdom,58,Male,New,Email,Clothing,Kids,no,Credit Card,4,active
708,21497,25,0.42,United Kingdom,79,Female,Regular,Organic,Toys,Outdoor,no,Cash,3,active
709,79331,6,1.65,United Kingdom,30,Female,New,Referral,Home Decor,Decor,no,Cash,2,churned
710,22300,1,2.55,United Kingdom,39,Male,New,Referral,Clothing,Kids,no,Credit Card,1,churned
711,22599,12,0.85,United Kingdom,67,Female,VIP,Organic,Toys,Puzzles,no,PayPal,5,active
712,21817,12,0.85,United Kingdom,48,Male,VIP,Organic,Clothing,Kids,no,Credit Card,9,churned
713,22336,12,0.65,United Kingdom,38,Female,VIP,Ads,Stationery,Pens,no,Credit Card,7,churned
714,22694,1,2.1,United Kingdom,37,Female,Regular,Organic,Electronics,Gadgets,no,Bank Transfer,3,active
715,22470,2,2.95,United Kingdom,53,Male,VIP,Email,Stationery,Pens,no,PayPal,7,churned
716,22598,12,0.85,United Kingdom,23,Male,Regular,Ads,Stationery,Books,no,Credit Card,5,churned
717,22694,3,2.1,United Kingdom,49,Male,New,Ads,Clothing,Men,no,Credit Card,7,churned
718,84947,6,1.25,United Kingdom,44,Female,VIP,Referral,Electronics,Accessories,no,PayPal,1,churned
719,21815,12,1.45,United Kingdom,63,Female,New,Email,Electronics,Gadgets,no,Cash,9,churned
720,20668,24,0.12,United Kingdom,73,Male,Regular,Ads,Home Decor,Lights,no,Cash,9,churned
721,21815,12,1.45,United Kingdom,45,Male,New,Referral,Clothing,Kids,no,PayPal,6,churned
722,20956,12,1.25,United Kingdom,74,Male,VIP,Organic,Stationery,Pens,no,Credit Card,3,active
723,35970,6,1.69,United Kingdom,38,Male,VIP,Email,Home Decor,Lights,no,Cash,7,active
724,22158,8,2.95,United Kingdom,28,Male,Regular,Email,Clothing,Kids,no,Bank Transfer,8,churned
725,22415,1,7.95,United Kingdom,54,Male,VIP,Referral,Kitchen,Utensils,no,Credit Card,1,churned
726,22574,12,0.85,United Kingdom,38,Male,VIP,Email,Kitchen,Appliances,no,PayPal,9,churned
727,85049E,12,1.25,United Kingdom,66,Male,Regular,Ads,Kitchen,Storage,no,Bank Transfer,1,churned
728,22130,12,0.85,United Kingdom,34,Male,Regular,Email,Clothing,Women,no,Bank Transfer,6,active
729,22734,6,2.55,United Kingdom,39,Female,VIP,Organic,Toys,Kids,no,Bank Transfer,5,churned
730,85049A,12,1.25,United Kingdom,39,Female,VIP,Organic,Stationery,Books,no,Cash,6,churned
731,22600,12,0.85,United Kingdom,21,Female,VIP,Referral,Toys,Puzzles,yes,Cash,6,churned
732,22602,12,0.85,United Kingdom,39,Female,New,Email,Stationery,Books,yes,PayPal,3,active
733,22603,12,0.85,United Kingdom,48,Male,New,Ads,Toys,Outdoor,no,PayPal,8,active
734,22785,2,6.75,United Kingdom,51,Female,Regular,Organic,Toys,Puzzles,no,Credit Card,1,churned
735,84510C,10,1.25,United Kingdom,77,Male,VIP,Ads,Kitchen,Storage,no,Bank Transfer,7,churned
736,84951A,6,2.55,United Kingdom,66,Male,New,Organic,Clothing,Women,no,Cash,1,active
737,84612B,6,2.55,United Kingdom,70,Female,VIP,Organic,Clothing,Men,no,Bank Transfer,8,churned
738,84510A,10,1.25,United Kingdom,18,Male,VIP,Organic,Stationery,Art,no,Bank Transfer,8,churned
739,84509A,4,3.75,United Kingdom,26,Female,New,Ads,Home Decor,Frames,yes,Credit Card,3,active
740,84509C,4,3.75,United Kingdom,19,Male,VIP,Organic,Electronics,Accessories,yes,Cash,1,churned
741,21790,48,0.85,United Kingdom,44,Female,Regular,Ads,Clothing,Kids,no,Credit Card,9,active
742,21704,48,0.85,United Kingdom,58,Male,Regular,Ads,Kitchen,Utensils,no,Bank Transfer,7,active
743,21791,48,1.25,United Kingdom,75,Female,New,Referral,Electronics,Gadgets,no,Bank Transfer,5,churned
744,21889,48,1.25,United Kingdom,28,Male,Regular,Organic,Toys,Outdoor,no,Credit Card,4,churned
745,21891,60,1.25,United Kingdom,60,Female,VIP,Organic,Stationery,Books,no,Cash,1,churned
746,21892,60,1.25,United Kingdom,74,Male,New,Ads,Home Decor,Decor,no,Bank Transfer,4,active
747,21914,48,1.25,United Kingdom,74,Male,New,Referral,Stationery,Books,no,Credit Card,4,churned
748,22561,48,1.65,United Kingdom,46,Male,VIP,Ads,Clothing,Kids,no,Credit Card,5,churned
749,22620,36,1.25,United Kingdom,34,Female,VIP,Referral,Kitchen,Appliances,no,Credit Card,1,churned
750,22489,72,0.42,United Kingdom,63,Male,VIP,Email,Home_Decor,Frames,no,Cash,4,churned
751,22492,72,0.65,United Kingdom,78,Male,Regular,Referral,Clothing,Men,no,PayPal,9,churned
752,22577,12,0.85,United Kingdom,46,Female,New,Organic,Toys,Puzzles,no,Bank Transfer,5,active
753,22578,12,0.85,United Kingdom,45,Male,VIP,Organic,Clothing,Women,no,Cash,8,churned
754,22579,12,0.85,United Kingdom,70,Male,VIP,Ads,Home_Decor,Frames,no,Bank Transfer,6,churned
755,22595,12,0.85,United Kingdom,57,Male,Regular,Email,Home_Decor,Frames,no,Bank Transfer,2,churned
756,22593,12,0.85,United Kingdom,62,Female,New,Referral,Kitchen,Utensils,yes,Credit Card,3,active
757,22594,12,0.85,United Kingdom,70,Male,VIP,Email,Clothing,Men,no,PayPal,9,churned
758,22573,12,0.85,United Kingdom,20,Male,Regular,Referral,Stationery,Books,no,PayPal,3,churned
759,22946,2,16.95,United Kingdom,64,Male,VIP,Organic,Toys,Kids,no,Bank Transfer,7,churned
760,22940,4,4.25,United Kingdom,18,Male,VIP,Referral,Kitchen,Storage,no,Credit Card,4,active
761,84347,6,2.55,United Kingdom,77,Male,New,Ads,Clothing,Men,no,Cash,3,churned
762,21790,12,0.85,United Kingdom,65,Female,Regular,Referral,Clothing,Kids,no,Bank Transfer,3,active
763,21888,4,3.75,United Kingdom,47,Male,Regular,Organic,Toys,Puzzles,no,Credit Card,7,churned
764,21704,12,0.85,United Kingdom,47,Female,Regular,Referral,Kitchen,Utensils,no,Cash,5,churned
765,21912,4,3.75,United Kingdom,59,Female,Regular,Ads,Electronics,Gadgets,no,Bank Transfer,9,active
766,22548,12,1.25,United Kingdom,52,Female,VIP,Email,Stationery,Books,no,Credit Card,4,active
767,20685,2,7.95,United Kingdom,23,Female,New,Ads,Home_Decor,Frames,no,Credit Card,3,churned
768,22457,6,2.95,United Kingdom,35,Female,New,Referral,Kitchen,Storage,no,Credit Card,7,churned
769,22618,2,9.95,United Kingdom,71,Male,Regular,Organic,Clothing,Men,no,Credit Card,9,churned
770,22617,3,4.95,United Kingdom,74,Female,VIP,Organic,Stationery,Books,no,Credit Card,5,active
771,20676,16,1.25,United Kingdom,48,Female,Regular,Ads,Kitchen,Storage,no,Bank Transfer,1,churned
772,21584,20,1.65,United Kingdom,52,Female,VIP,Referral,Home_Decor,Lights,no,Cash,9,active
773,10133,10,0.85,United Kingdom,44,Female,New,Referral,Kitchen,Utensils,no,Bank Transfer,9,active
774,22624,2,8.5,United Kingdom,78,Female,VIP,Organic,Electronics,Gadgets,no,Cash,7,active
775,21485,3,4.95,United Kingdom,52,Male,VIP,Referral,Electronics,Accessories,yes,Cash,2,churned
776,22083,6,2.95,United Kingdom,56,Female,Regular,Email,Home_Decor,Lights,no,Cash,7,churned
777,11001,16,1.69,United Kingdom,72,Male,VIP,Email,Electronics,Gadgets,no,PayPal,6,churned
778,21143,7,1.95,United Kingdom,44,Male,Regular,Ads,Clothing,Men,no,Cash,3,churned
779,22588,4,2.55,United Kingdom,45,Male,Regular,Referral,Electronics,Accessories,no,PayPal,2,active
780,21584,6,1.65,United Kingdom,58,Male,VIP,Email,Electronics,Gadgets,no,Bank Transfer,2,churned
781,21592,3,1.25,United Kingdom,60,Female,Regular,Referral,Home_Decor,Frames,no,Credit Card,1,active
782,22759,6,1.65,United Kingdom,57,Female,New,Ads,Home_Decor,Decor,no,Bank Transfer,5,churned
783,22189,4,3.95,United Kingdom,30,Female,New,Referral,Electronics,Accessories,no,Credit Card,1,churned
784,21098,5,1.25,United Kingdom,78,Male,VIP,Ads,Clothing,Kids,no,Cash,3,churned
785,22952,3,0.55,United Kingdom,41,Male,Regular,Referral,Kitchen,Utensils,no,PayPal,6,churned
786,21479,1,3.75,United Kingdom,74,Female,Regular,Organic,Home_Decor,Decor,yes,Bank Transfer,7,active
787,22941,1,8.5,United Kingdom,63,Male,New,Referral,Electronics,Gadgets,no,PayPal,7,active
788,22943,1,4.95,United Kingdom,55,Female,VIP,Ads,Kitchen,Utensils,no,Credit Card,3,churned
789,21591,2,1.25,United Kingdom,70,Female,VIP,Referral,Electronics,Cables,no,PayPal,9,active
790,84946,6,1.25,United Kingdom,29,Male,Regular,Ads,Kitchen,Storage,no,PayPal,5,active
791,22807,2,2.95,United Kingdom,78,Female,New,Ads,Home_Decor,Frames,no,Bank Transfer,1,churned
792,22766,2,2.95,United Kingdom,55,Female,New,Email,Kitchen,Utensils,no,Cash,2,active
793,84997A,4,3.75,United Kingdom,79,Male,VIP,Organic,Stationery,Art,no,PayPal,4,churned
794,84997C,2,3.75,United Kingdom,74,Male,New,Organic,Toys,Kids,no,Bank Transfer,8,churned
795,84997D,2,3.75,United Kingdom,57,Male,New,Referral,Kitchen,Storage,yes,Bank Transfer,7,churned
796,84944,1,4.25,United Kingdom,60,Female,Regular,Email,Clothing,Kids,no,Cash,3,churned
797,22904,1,2.95,United Kingdom,45,Female,VIP,Email,Home_Decor,Lights,no,PayPal,1,active
798,22328,1,2.95,United Kingdom,18,Male,VIP,Ads,Clothing,Kids,no,Cash,8,active
799,22744,1,2.95,United Kingdom,63,Female,New,Email,Stationery,Art,yes,PayPal,1,churned
800,22726,1,3.75,United Kingdom,30,Female,Regular,Referral,Stationery,Art,no,Cash,2,active
801,22728,1,3.75,United Kingdom,28,Male,New,Email,Toys,Kids,no,PayPal,3,churned
802,20712,1,1.95,United Kingdom,63,Male,New,Ads,Stationery,Art,no,Cash,6,churned
803,21929,2,1.95,United Kingdom,55,Male,New,Ads,Clothing,Kids,no,Cash,4,churned
804,85099F,2,1.95,United Kingdom,20,Female,New,Ads,Clothing,Women,no,PayPal,4,churned
805,21928,2,1.95,United Kingdom,45,Female,VIP,Ads,Toys,Kids,no,Bank Transfer,8,active
806,82494L,3,2.95,United Kingdom,27,Male,VIP,Ads,Stationery,Pens,no,Credit Card,6,churned
807,82482,4,2.55,United Kingdom,37,Male,New,Organic,Home_Decor,Frames,no,Credit Card,7,churned
808,20726,3,1.65,United Kingdom,38,Female,VIP,Organic,Electronics,Accessories,no,Cash,2,churned
809,72741,9,1.45,United Kingdom,43,Female,Regular,Ads,Electronics,Cables,no,Cash,3,churned
810,20727,2,1.65,United Kingdom,53,Female,Regular,Ads,Home_Decor,Decor,yes,Credit Card,1,churned
811,22662,2,1.65,United Kingdom,22,Male,,Ads,Stationery,Books,no,Credit Card,6,churned
812,22384,2,1.65,United Kingdom,78,Male,,Organic,Clothing,Men,no,Cash,9,active
813,20728,2,1.65,United Kingdom,63,Male,,Ads,Electronics,Accessories,no,Bank Transfer,6,active
814,22382,2,1.65,United Kingdom,58,Female,,Referral,Clothing,Men,no,Bank Transfer,4,churned
815,20725,2,1.65,United Kingdom,21,Female,,Organic,Toys,Kids,no,Cash,6,active
816,85123A,10,2.95,United Kingdom,37,Male,,Ads,Home_Decor,Lights,no,PayPal,5,churned
817,21212,2,0.55,United Kingdom,78,Male,,Referral,Home_Decor,Decor,no,Credit Card,7,active
818,22417,1,0.55,United Kingdom,21,Female,,Ads,Home_Decor,Frames,no,PayPal,6,churned
819,84991,1,0.55,United Kingdom,34,Female,,Ads,Kitchen,Utensils,yes,Credit Card,3,churned
820,21975,2,0.55,United Kingdom,18,Male,,Email,Home_Decor,Lights,no,Bank Transfer,9,active
821,84992,2,0.55,United Kingdom,36,Male,,Referral,Kitchen,Storage,no,Cash,9,churned
822,21213,3,0.55,United Kingdom,53,Female,,Organic,Electronics,Cables,no,Credit Card,7,churned
823,21977,2,0.55,United Kingdom,57,Male,,Ads,Clothing,Women,no,PayPal,9,active
824,21976,3,0.55,United Kingdom,73,Female,,Organic,Home_Decor,Lights,no,Bank Transfer,5,churned
825,22867,2,2.1,United Kingdom,42,Male,,Email,Kitchen,Storage,no,Bank Transfer,1,active
826,22633,3,2.1,United Kingdom,71,Female,,Organic,Kitchen,Utensils,no,Cash,6,churned
827,22834,2,2.1,United Kingdom,54,Female,,Referral,Home Decor,Frames,no,PayPal,6,active
828,22632,3,2.1,United Kingdom,75,Female,,Email,Kitchen,Appliances,no,Credit Card,8,active
829,22866,2,2.1,United Kingdom,67,Female,,Referral,Electronics,Cables,no,Cash,7,active
830,22865,2,2.1,United Kingdom,41,Female,,Email,Home Decor,Lights,no,Credit Card,5,churned
831,21742,2,5.95,United Kingdom,45,Female,,Ads,Home Decor,Frames,no,PayPal,9,churned
832,21239,1,0.85,United Kingdom,62,Female,,Referral,Toys,Kids,no,PayPal,1,active
833,22151,12,0.42,United Kingdom,20,Male,,Email,Kitchen,Storage,no,Credit Card,7,churned
834,22152,2,0.42,United Kingdom,75,Male,,Organic,Home Decor,Frames,no,Cash,3,churned
835,21389,6,0.85,United Kingdom,25,Female,,Referral,Toys,Puzzles,yes,Cash,8,active
836,21385,6,0.85,United Kingdom,69,Female,,Email,Home Decor,Decor,no,PayPal,9,active
837,72008,8,0.42,United Kingdom,60,Male,,Referral,Kitchen,Storage,no,Bank Transfer,6,churned
838,22180,3,9.95,United Kingdom,18,Female,,Email,Home Decor,Decor,no,Credit Card,8,active
839,22865,36,2.1,Germany,67,Female,,Referral,Kitchen,Utensils,no,PayPal,7,churned
840,22301,6,2.55,Germany,21,Female,,Organic,Electronics,Accessories,no,Credit Card,4,churned
841,22632,36,2.1,Germany,66,Male,,Referral,Clothing,Kids,no,Credit Card,9,churned
842,22326,144,2.55,Germany,54,Female,,Organic,Home Decor,Frames,no,PayPal,7,churned
843,84828,12,1.25,Germany,51,Female,,Email,Toys,Puzzles,yes,Bank Transfer,6,churned
844,21481,36,2.55,Germany,28,Male,,Email,Home Decor,Decor,no,Bank Transfer,8,active
845,21731,24,1.65,Germany,75,Female,,Ads,Electronics,Accessories,yes,Bank Transfer,1,churned
846,85226A,12,0.55,Germany,76,Female,,Referral,Clothing,Women,no,PayPal,5,churned
847,22630,24,1.95,Germany,25,Female,,Ads,Kitchen,Utensils,no,Bank Transfer,4,churned
848,POST,6,18,Germany,49,Male,,Email,Stationery,Pens,no,Credit Card,2,churned
849,20685,2,7.95,Switzerland,24,Male,,Referral,Kitchen,Utensils,no,PayPal,7,churned
850,21524,2,7.95,Switzerland,69,Female,,Organic,Toys,Puzzles,no,Bank Transfer,2,active
851,72800B,6,2.55,Switzerland,38,Male,,Organic,Kitchen,Utensils,no,Credit Card,3,churned
852,72800E,6,2.55,Switzerland,25,Male,,Email,Kitchen,Utensils,no,Cash,9,churned
853,72817,12,1.25,Switzerland,53,Female,,Referral,Home Decor,Lights,no,Credit Card,1,active
854,84625A,6,2.95,Switzerland,27,Male,,Referral,Home Decor,Decor,no,Credit Card,3,churned
855,84625D,6,2.95,Switzerland,69,Male,,Organic,Electronics,Cables,no,Credit Card,4,active
856,72802A,6,4.25,Switzerland,65,Female,,Ads,Stationery,Books,no,Bank Transfer,6,active
857,72802B,6,4.25,Switzerland,32,Female,,Email,Toys,Puzzles,no,Cash,7,churned
858,72802C,6,4.25,Switzerland,52,Female,,Ads,Electronics,Gadgets,no,Cash,4,churned
859,85035B,4,4.25,Switzerland,71,Female,,Organic,Stationery,Pens,no,Credit Card,8,active
860,72803A,4,4.25,Switzerland,61,Female,,Organic,Stationery,Pens,yes,Bank Transfer,1,churned
861,85034B,4,4.25,Switzerland,45,Female,,Email,Clothing,Kids,no,Bank Transfer,7,active
862,72807A,4,4.25,Switzerland,27,Male,,Ads,Kitchen,Appliances,no,Cash,2,churned
863,72807C,4,4.25,Switzerland,62,Female,,Referral,Clothing,Kids,no,PayPal,3,churned
864,72807B,4,4.25,Switzerland,25,Male,,Email,Electronics,Gadgets,no,Bank Transfer,6,churned
865,72741,27,1.45,Switzerland,62,Male,,Referral,Electronics,Gadgets,no,Cash,8,active
866,21700,12,0.85,Switzerland,45,Male,,Organic,Electronics,Gadgets,no,Credit Card,9,active
867,22725,4,3.75,Switzerland,71,Male,,Referral,Clothing,Women,no,PayPal,2,churned
868,22726,4,3.75,Switzerland,36,Female,,Organic,Clothing,Men,no,PayPal,8,churned
869,22727,4,3.75,Switzerland,77,Male,,Email,Electronics,Cables,no,Bank Transfer,6,churned
870,22729,4,3.75,Switzerland,25,Male,,Referral,Toys,Outdoor,no,Cash,4,active
871,20961,10,1.25,Switzerland,32,Male,,Email,Stationery,Books,no,Credit Card,7,churned
872,20963,10,1.25,Switzerland,60,Female,,Referral,Stationery,Books,no,Bank Transfer,5,active
873,20966,10,1.25,Switzerland,76,Female,,Ads,Toys,Puzzles,no,Cash,2,active
874,22377,15,2.1,Switzerland,36,Female,,Email,Stationery,Pens,no,PayPal,3,active
875,22379,20,2.1,Switzerland,21,Male,,Organic,Clothing,Men,no,Credit Card,2,churned
876,22378,10,2.1,Switzerland,46,Female,,Organic,Clothing,Kids,no,PayPal,8,churned
877,22380,10,2.1,Switzerland,68,Female,,Ads,Toys,Kids,no,Cash,3,churned
878,22381,10,2.1,Switzerland,42,Female,,Referral,Home Decor,Lights,no,Bank Transfer,9,churned
879,21041,6,2.95,Switzerland,73,Male,,Email,Home Decor,Lights,no,PayPal,9,churned
880,21154,10,1.25,Switzerland,68,Male,,Organic,Home Decor,Decor,no,Cash,7,active
881,47559B,10,1.25,Switzerland,32,Female,,Ads,Electronics,Cables,no,Bank Transfer,4,churned
882,47580,6,2.55,Switzerland,26,Female,,Email,Kitchen,Appliances,yes,Credit Card,9,active
883,21231,12,1.25,Switzerland,19,Male,,Ads,Kitchen,Utensils,yes,Bank Transfer,7,churned
884,21232,12,1.25,Switzerland,48,Male,,Email,Home Decor,Decor,no,Bank Transfer,3,churned
885,21479,4,3.75,Switzerland,28,Female,,Ads,Clothing,Women,no,Cash,8,active
886,21485,3,4.95,Switzerland,60,Female,,Organic,Kitchen,Utensils,no,Cash,3,churned
887,21486,8,3.75,Switzerland,19,Female,,Email,Clothing,Women,no,PayPal,2,active
888,21484,4,3.45,Switzerland,75,Male,,Email,Stationery,Art,no,Cash,7,churned
889,22113,8,3.75,Switzerland,45,Male,,Email,Toys,Kids,no,Credit Card,8,churned
890,22837,8,4.65,Switzerland,75,Female,,Referral,Clothing,Women,no,Bank Transfer,8,churned
891,22835,4,4.65,Switzerland,55,Female,,Referral,Stationery,Books,no,Cash,7,churned
892,84029E,4,3.75,Switzerland,31,Female,,Organic,Kitchen,Appliances,no,Cash,4,active
893,84029G,4,3.75,Switzerland,59,Female,,Ads,Stationery,Art,no,PayPal,6,churned
894,84030E,4,4.25,Switzerland,27,Male,,Referral,Home Decor,Lights,no,Credit Card,9,churned
895,70007,12,1.65,Switzerland,50,Male,,Organic,Home Decor,Frames,no,Credit Card,7,churned
896,70006,12,1.65,Switzerland,41,Female,,Ads,Clothing,Kids,no,Bank Transfer,9,churned
897,22632,12,2.1,Switzerland,25,Male,,Ads,Kitchen,Appliances,no,Cash,3,churned
898,22834,12,2.1,Switzerland,57,Male,,Referral,Kitchen,Utensils,yes,PayPal,8,active
899,22633,12,2.1,Switzerland,52,Female,,Organic,Kitchen,Utensils,no,Bank Transfer,4,churned
900,22867,12,2.1,Switzerland,32,Female,,Email,Home Decor,Lights,no,Credit Card,9,churned
901,22311,18,2.95,Switzerland,30,Male,,Email,Electronics,Accessories,no,Credit Card,5,active
902,22314,12,2.95,Switzerland,69,Male,,Ads,Stationery,Pens,no,Credit Card,9,active
903,22312,6,2.95,Switzerland,27,Female,,Organic,Electronics,Accessories,no,PayPal,7,churned
904,22313,6,2.95,Switzerland,52,Female,,Referral,Toys,Outdoor,yes,Cash,2,active
905,22299,24,1.25,Switzerland,20,Female,,Ads,Clothing,Women,no,Cash,6,churned
906,21064,6,5.95,Switzerland,63,Male,,Organic,Home Decor,Lights,no,Credit Card,1,active
907,22043,12,0.42,Switzerland,49,Female,,Organic,Home Decor,Lights,no,Bank Transfer,7,churned
908,22034,12,0.42,Switzerland,56,Female,,Email,Stationery,Art,no,Credit Card,9,churned
909,22044,12,0.42,Switzerland,66,Male,,Organic,Home Decor,Lights,no,Cash,8,churned
910,22042,12,0.42,Switzerland,75,Female,,Referral,Toys,Outdoor,no,Credit Card,7,churned
911,22816,12,0.42,Switzerland,32,Female,,Ads,Toys,Puzzles,no,PayPal,9,churned
912,22818,12,0.42,Switzerland,21,Male,,Ads,Clothing,Women,no,Credit Card,1,churned
913,85047,6,6.35,Switzerland,69,Female,,Referral,Kitchen,Utensils,yes,PayPal,5,churned
914,84347,6,2.55,Switzerland,57,Male,,Referral,Clothing,Women,no,Bank Transfer,4,churned
